2026-02-11 15:36:39 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=100
2026-02-11 15:36:40 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=16
2026-02-11 15:37:17 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 15:37:17 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=86
2026-02-11 15:37:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=42
2026-02-11 15:37:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=26
2026-02-11 15:37:18 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=55
2026-02-11 15:37:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=11
2026-02-11 15:37:19 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=189
2026-02-11 15:37:22 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=81
2026-02-11 15:37:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 15:37:59 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=32
2026-02-11 15:37:59 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 15:37:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 15:37:59 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=109
2026-02-11 15:38:00 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=15
2026-02-11 15:38:00 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=100
2026-02-11 15:38:37 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.10%, vol=28
2026-02-11 15:38:37 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 15:38:37 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 15:38:37 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=181
2026-02-11 15:38:37 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 15:38:37 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=95
2026-02-11 15:38:38 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=81
2026-02-11 15:38:39 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=8
2026-02-11 15:39:16 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 15:39:16 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=32
2026-02-11 15:39:16 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 15:39:16 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=90
2026-02-11 15:39:16 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=200
2026-02-11 15:39:16 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=44
2026-02-11 15:39:16 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=12
2026-02-11 15:39:17 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=107
2026-02-11 16:30:59 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=39
2026-02-11 16:30:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=1
2026-02-11 16:30:59 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 16:30:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=9
2026-02-11 16:30:59 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=86
2026-02-11 16:31:00 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 16:31:01 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=16
2026-02-11 16:31:01 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=58
2026-02-11 16:31:37 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=38
2026-02-11 16:31:37 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=125
2026-02-11 16:31:37 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 16:31:37 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:31:38 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=43
2026-02-11 16:31:38 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=44
2026-02-11 16:31:38 | XMRUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=7
2026-02-11 16:31:39 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 16:32:14 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=30
2026-02-11 16:32:14 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=36
2026-02-11 16:32:14 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:32:14 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=15
2026-02-11 16:32:14 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=107
2026-02-11 16:32:14 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=11
2026-02-11 16:32:15 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=60
2026-02-11 16:32:16 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:32:53 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=93
2026-02-11 16:32:53 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 16:32:53 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=12
2026-02-11 16:32:53 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=33
2026-02-11 16:32:54 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=14
2026-02-11 16:32:54 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=44
2026-02-11 16:32:55 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 16:32:55 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=41
2026-02-11 16:33:35 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=9
2026-02-11 16:33:35 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=19
2026-02-11 16:33:36 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.14%, vol=41
2026-02-11 16:33:36 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:33:36 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=108
2026-02-11 16:33:37 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=58
2026-02-11 16:33:37 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 16:33:40 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=50
2026-02-11 16:34:17 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=37
2026-02-11 16:34:17 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=42
2026-02-11 16:34:17 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:34:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:34:18 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=111
2026-02-11 16:34:18 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=10
2026-02-11 16:34:18 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=43
2026-02-11 16:34:20 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=59
2026-02-11 16:34:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 16:35:00 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 16:35:00 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.13%, vol=35
2026-02-11 16:35:00 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=17
2026-02-11 16:35:00 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=105
2026-02-11 16:35:01 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=6
2026-02-11 16:35:03 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=24
2026-02-11 16:35:05 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=104
2026-02-11 16:35:43 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 16:35:43 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=138
2026-02-11 16:35:43 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=46
2026-02-11 16:35:44 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=34
2026-02-11 16:35:44 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:35:44 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 16:35:44 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=9
2026-02-11 16:35:45 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=72
2026-02-11 16:36:22 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=116
2026-02-11 16:36:22 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 16:36:22 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=22
2026-02-11 16:36:22 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:36:22 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=23
2026-02-11 16:36:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=17
2026-02-11 16:36:23 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=42
2026-02-11 16:36:25 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=72
2026-02-11 16:37:01 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 16:37:01 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=106
2026-02-11 16:37:01 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.09%, vol=30
2026-02-11 16:37:01 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:37:01 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:37:01 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=42
2026-02-11 16:37:02 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=65
2026-02-11 16:37:02 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=8
2026-02-11 16:37:38 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=32
2026-02-11 16:37:38 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=1
2026-02-11 16:37:38 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=21
2026-02-11 16:37:38 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=142
2026-02-11 16:37:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=22
2026-02-11 16:37:39 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=54
2026-02-11 16:37:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 16:37:42 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 16:38:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 16:38:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=32
2026-02-11 16:38:18 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=113
2026-02-11 16:38:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=56
2026-02-11 16:38:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:38:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=43
2026-02-11 16:38:19 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=64
2026-02-11 16:38:20 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:38:58 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 16:38:58 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=104
2026-02-11 16:38:58 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 16:38:58 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=26
2026-02-11 16:38:58 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=17
2026-02-11 16:38:58 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:38:58 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=7
2026-02-11 16:38:59 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=42
2026-02-11 16:39:39 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 16:39:39 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=21
2026-02-11 16:39:39 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=34
2026-02-11 16:39:39 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:39:40 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=13
2026-02-11 16:39:40 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=58
2026-02-11 16:39:41 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=144
2026-02-11 16:39:42 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=55
2026-02-11 16:40:17 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=133
2026-02-11 16:40:17 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=36
2026-02-11 16:40:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=39
2026-02-11 16:40:18 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=126
2026-02-11 16:40:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:40:22 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=78
2026-02-11 16:40:22 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=55
2026-02-11 16:40:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=8
2026-02-11 16:40:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 16:40:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:40:59 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=131
2026-02-11 16:40:59 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=47
2026-02-11 16:41:00 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=36
2026-02-11 16:41:01 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=84
2026-02-11 16:41:02 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=8
2026-02-11 16:41:03 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=62
2026-02-11 16:41:39 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=133
2026-02-11 16:41:39 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:41:39 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 16:41:39 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 16:41:39 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=35
2026-02-11 16:41:40 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 16:41:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=68
2026-02-11 16:41:41 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=58
2026-02-11 16:42:20 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=26
2026-02-11 16:42:20 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=131
2026-02-11 16:42:20 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=56
2026-02-11 16:42:20 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 16:42:20 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:42:21 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=61
2026-02-11 16:42:21 | ZECUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=66
2026-02-11 16:42:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 16:43:00 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=134
2026-02-11 16:43:00 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=31
2026-02-11 16:43:00 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=26
2026-02-11 16:43:00 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 16:43:00 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 16:43:01 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=11
2026-02-11 16:43:02 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:43:02 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=89
2026-02-11 16:43:41 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=119
2026-02-11 16:43:41 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=35
2026-02-11 16:43:41 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=21
2026-02-11 16:43:41 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=120
2026-02-11 16:43:42 | RIVERUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=199
2026-02-11 16:43:42 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 16:43:42 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=51
2026-02-11 16:43:42 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=8
2026-02-11 16:43:43 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=77
2026-02-11 16:44:21 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=47
2026-02-11 16:44:22 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:44:22 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:44:22 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=42
2026-02-11 16:44:23 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=108
2026-02-11 16:44:23 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=56
2026-02-11 16:44:23 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 16:44:25 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=61
2026-02-11 16:45:02 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 16:45:02 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 16:45:02 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=48
2026-02-11 16:45:03 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.09%, vol=33
2026-02-11 16:45:03 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=143
2026-02-11 16:45:04 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=8
2026-02-11 16:45:04 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=59
2026-02-11 16:45:06 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=104
2026-02-11 16:45:41 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 16:45:41 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=46
2026-02-11 16:45:41 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:45:41 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 16:45:41 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=147
2026-02-11 16:45:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=63
2026-02-11 16:45:41 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=13
2026-02-11 16:45:43 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=80
2026-02-11 16:46:21 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 16:46:21 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=12
2026-02-11 16:46:21 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=33
2026-02-11 16:46:21 | TAOUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=167
2026-02-11 16:46:21 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:46:22 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:46:22 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=92
2026-02-11 16:46:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=35
2026-02-11 16:46:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 16:47:00 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=110
2026-02-11 16:47:00 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.11%, vol=41
2026-02-11 16:47:00 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=142
2026-02-11 16:47:00 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 16:47:00 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=63
2026-02-11 16:47:01 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=126
2026-02-11 16:47:03 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=108
2026-02-11 16:47:40 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=40
2026-02-11 16:47:40 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=142
2026-02-11 16:47:40 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 16:47:40 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=45
2026-02-11 16:47:40 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 16:47:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:47:41 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=8
2026-02-11 16:47:41 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=84
2026-02-11 16:48:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=42
2026-02-11 16:48:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=46
2026-02-11 16:48:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 16:48:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 16:48:18 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=139
2026-02-11 16:48:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=8
2026-02-11 16:48:19 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=100
2026-02-11 16:48:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=45
2026-02-11 16:48:58 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:48:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:48:59 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=40
2026-02-11 16:48:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=24
2026-02-11 16:48:59 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=148
2026-02-11 16:48:59 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=67
2026-02-11 16:49:00 | XMRUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=10
2026-02-11 16:49:01 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=75
2026-02-11 16:49:38 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 16:49:38 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=48
2026-02-11 16:49:38 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 16:49:38 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=156
2026-02-11 16:49:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=22
2026-02-11 16:49:39 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=44
2026-02-11 16:49:39 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 16:49:42 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=92
2026-02-11 16:50:19 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 16:50:19 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 16:50:19 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=136
2026-02-11 16:50:19 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 16:50:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=43
2026-02-11 16:50:20 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=76
2026-02-11 16:50:20 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=48
2026-02-11 16:50:20 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=8
2026-02-11 16:50:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=9
2026-02-11 16:50:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=22
2026-02-11 16:50:59 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=50
2026-02-11 16:50:59 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 16:51:00 | TAOUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=136
2026-02-11 16:51:00 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 16:51:02 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=11
2026-02-11 16:51:03 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=123
