2026-02-11 14:00:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=74
2026-02-11 14:00:43 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:00:44 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=7
2026-02-11 14:00:45 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=84
2026-02-11 14:01:22 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=37
2026-02-11 14:01:22 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 14:01:23 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 14:01:23 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:01:24 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=79
2026-02-11 14:01:24 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=10
2026-02-11 14:01:25 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=119
2026-02-11 14:02:02 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=42
2026-02-11 14:02:02 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=39
2026-02-11 14:02:02 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=82
2026-02-11 14:02:02 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 14:02:03 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 14:02:03 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=7
2026-02-11 14:02:03 | RIVERUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=198
2026-02-11 14:02:04 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=141
2026-02-11 14:02:40 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 14:02:40 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=16
2026-02-11 14:02:40 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=25
2026-02-11 14:02:40 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:02:41 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=9
2026-02-11 14:02:42 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=115
2026-02-11 14:02:42 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=73
2026-02-11 14:03:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 14:03:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=28
2026-02-11 14:03:18 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=86
2026-02-11 14:03:18 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:03:19 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=146
2026-02-11 14:03:20 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=31
2026-02-11 14:03:21 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:03:58 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 14:03:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:03:59 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.10%, vol=17
2026-02-11 14:03:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:03:59 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=14
2026-02-11 14:04:00 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=139
2026-02-11 14:04:00 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=99
2026-02-11 14:04:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 14:04:38 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=30
2026-02-11 14:04:39 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:04:39 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=82
2026-02-11 14:04:40 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 14:04:40 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=138
2026-02-11 14:04:42 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=22
2026-02-11 14:05:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=34
2026-02-11 14:05:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 14:05:19 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=26
2026-02-11 14:05:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=100
2026-02-11 14:05:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=8
2026-02-11 14:05:20 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=96
2026-02-11 14:05:20 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:05:56 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 14:05:56 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=39
2026-02-11 14:05:56 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:05:56 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=26
2026-02-11 14:05:57 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=52
2026-02-11 14:05:57 | XMRUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=22
2026-02-11 14:05:57 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=88
2026-02-11 14:06:38 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:06:38 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 14:06:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:06:38 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=26
2026-02-11 14:06:39 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=78
2026-02-11 14:06:39 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=9
2026-02-11 14:06:39 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=142
2026-02-11 14:07:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:07:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 14:07:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=22
2026-02-11 14:07:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=141
2026-02-11 14:07:18 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=54
2026-02-11 14:07:19 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=133
2026-02-11 14:07:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=7
2026-02-11 14:07:56 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.09%, vol=34
2026-02-11 14:07:57 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:07:57 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=46
2026-02-11 14:07:57 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=35
2026-02-11 14:07:57 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=78
2026-02-11 14:07:57 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 14:07:58 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=155
2026-02-11 14:08:35 | RIVERUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=189
2026-02-11 14:08:36 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.15%, vol=44
2026-02-11 14:08:36 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 14:08:36 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=67
2026-02-11 14:08:37 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=84
2026-02-11 14:08:37 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=9
2026-02-11 14:08:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 14:08:38 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=84
2026-02-11 14:09:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 14:09:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.14%, vol=46
2026-02-11 14:09:19 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=44
2026-02-11 14:09:19 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=82
2026-02-11 14:09:19 | RIVERUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=174
2026-02-11 14:09:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=97
2026-02-11 14:09:19 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=83
2026-02-11 14:09:20 | XMRUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=8
2026-02-11 14:09:57 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=17
2026-02-11 14:09:58 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.15%, vol=29
2026-02-11 14:09:58 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:09:58 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=70
2026-02-11 14:09:59 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=39
2026-02-11 14:09:59 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=85
2026-02-11 14:09:59 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=9
2026-02-11 14:10:36 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:10:36 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=33
2026-02-11 14:10:36 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:10:36 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 14:10:36 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:10:37 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=70
2026-02-11 14:10:38 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=95
2026-02-11 14:11:14 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.13%, vol=54
2026-02-11 14:11:14 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:11:14 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=18
2026-02-11 14:11:14 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 14:11:14 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 14:11:14 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=55
2026-02-11 14:11:18 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=105
2026-02-11 14:11:55 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.11%, vol=45
2026-02-11 14:11:55 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:11:55 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 14:11:55 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 14:11:56 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=20
2026-02-11 14:20:16 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=16
2026-02-11 14:20:16 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 14:20:16 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=52
2026-02-11 14:20:16 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=21
2026-02-11 14:20:16 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=68
2026-02-11 14:20:17 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=9
2026-02-11 14:20:17 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=121
2026-02-11 14:20:56 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 14:20:57 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=55
2026-02-11 14:20:57 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=23
2026-02-11 14:20:57 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=28
2026-02-11 14:20:58 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=14
2026-02-11 14:20:58 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=132
2026-02-11 14:20:58 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=51
2026-02-11 14:21:35 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:21:36 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=52
2026-02-11 14:21:36 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=35
2026-02-11 14:21:36 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=28
2026-02-11 14:21:37 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 14:21:37 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=16
2026-02-11 14:21:38 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=112
2026-02-11 14:22:17 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:22:17 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=19
2026-02-11 14:22:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 14:22:18 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=47
2026-02-11 14:22:19 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=22
2026-02-11 14:22:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 14:22:20 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=149
2026-02-11 14:22:57 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=143
2026-02-11 14:22:57 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=49
2026-02-11 14:22:57 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=26
2026-02-11 14:22:57 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:22:59 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=130
2026-02-11 14:22:59 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=10
2026-02-11 14:22:59 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=57
2026-02-11 14:23:38 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=31
2026-02-11 14:23:38 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:23:38 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=29
2026-02-11 14:23:38 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=54
2026-02-11 14:23:39 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=67
2026-02-11 14:23:39 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=7
2026-02-11 14:24:17 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 14:24:17 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=43
2026-02-11 14:24:17 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:24:17 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=30
2026-02-11 14:24:18 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:24:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=51
2026-02-11 14:24:20 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=153
2026-02-11 14:24:58 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=95
2026-02-11 14:24:58 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=23
2026-02-11 14:24:58 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=43
2026-02-11 14:24:59 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:24:59 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=63
2026-02-11 14:25:00 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=17
2026-02-11 14:25:39 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:25:39 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:25:39 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=35
2026-02-11 14:25:39 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=13
2026-02-11 14:25:40 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=97
2026-02-11 14:25:40 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=10
2026-02-11 14:25:41 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=119
2026-02-11 14:26:21 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 14:26:22 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.10%, vol=50
2026-02-11 14:26:22 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 14:26:22 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:26:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=6
2026-02-11 14:26:22 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=49
2026-02-11 14:27:01 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 14:27:02 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=3
2026-02-11 14:27:02 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=21
2026-02-11 14:27:02 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:27:02 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=71
2026-02-11 14:27:02 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=12
2026-02-11 14:27:02 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=165
2026-02-11 14:27:41 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=20
2026-02-11 14:27:41 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=25
2026-02-11 14:27:41 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:27:41 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=24
2026-02-11 14:27:41 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=71
2026-02-11 14:27:41 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=8
2026-02-11 14:28:18 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 14:28:18 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:28:18 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=38
2026-02-11 14:28:18 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=24
2026-02-11 14:28:19 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=57
2026-02-11 14:28:19 | XMRUSDT | Blocked by: orderbook_quality | spread=0.02%, vol=10
2026-02-11 14:28:55 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=82
2026-02-11 14:28:55 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=11
2026-02-11 14:28:55 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.12%, vol=46
2026-02-11 14:28:55 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 14:28:56 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=81
2026-02-11 14:28:58 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=130
2026-02-11 14:28:58 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=15
2026-02-11 14:29:33 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=43
2026-02-11 14:29:33 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=19
2026-02-11 14:29:33 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:29:33 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=91
2026-02-11 14:29:33 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 14:29:34 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=29
2026-02-11 14:29:35 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=131
2026-02-11 14:30:11 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=19
2026-02-11 14:30:11 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=28
2026-02-11 14:30:11 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=33
2026-02-11 14:30:11 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 14:30:12 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=125
2026-02-11 14:30:12 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=9
2026-02-11 14:30:13 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=76
2026-02-11 14:30:51 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:30:51 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.04%, vol=29
2026-02-11 14:30:51 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=27
2026-02-11 14:30:52 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 14:30:52 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 14:30:52 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=172
2026-02-11 14:30:57 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=149
2026-02-11 14:31:37 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.07%, vol=24
2026-02-11 14:31:37 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 14:31:37 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=42
2026-02-11 14:31:39 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=186
2026-02-11 14:31:41 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=2
2026-02-11 14:31:42 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=7
2026-02-11 14:31:42 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=138
2026-02-11 14:32:20 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.08%, vol=39
2026-02-11 14:32:21 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=32
2026-02-11 14:32:21 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=14
2026-02-11 14:32:21 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=34
2026-02-11 14:32:21 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=160
2026-02-11 14:32:22 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=11
2026-02-11 14:32:24 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=158
2026-02-11 14:57:19 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=7
2026-02-11 14:57:19 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=28
2026-02-11 14:57:20 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=25
2026-02-11 14:57:20 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=36
2026-02-11 14:57:20 | XMRUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=6
2026-02-11 14:57:22 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=68
2026-02-11 14:57:22 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=157
2026-02-11 14:58:01 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=28
2026-02-11 14:58:01 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=60
2026-02-11 14:58:01 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=10
2026-02-11 14:58:01 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=37
2026-02-11 14:58:01 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=70
2026-02-11 14:58:01 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=131
2026-02-11 14:58:02 | XMRUSDT | Blocked by: orderbook_quality | spread=0.03%, vol=9
2026-02-11 14:58:42 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=4
2026-02-11 14:58:42 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=8
2026-02-11 14:58:42 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 14:58:42 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.06%, vol=32
2026-02-11 14:58:43 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=87
2026-02-11 14:58:45 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=41
2026-02-11 14:58:46 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=135
2026-02-11 14:59:25 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.05%, vol=32
2026-02-11 14:59:25 | PAXGUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=40
2026-02-11 14:59:25 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=8
2026-02-11 14:59:26 | XMRUSDT | Blocked by: orderbook_quality | spread=0.01%, vol=5
2026-02-11 14:59:26 | XAUTUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=75
2026-02-11 14:59:28 | ZECUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=154
2026-02-11 15:00:06 | ETHUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=21
2026-02-11 15:00:06 | BTCUSDT | Blocked by: orderbook_quality | spread=0.00%, vol=5
2026-02-11 15:00:06 | CLANKERUSDT | Blocked by: orderbook_quality | spread=0.10%, vol=47
